first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"strong,encouraging,sensible,great","important,confident,consistent,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","individualistic,competitive,concrete,profit-driven","collectivist,modern,old,purpose-driven","strong,encouraging,sensible,great","important,confident,respectful,moral","unacceptable,irresponsible,disgusting,dishonest","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,confident,consistent,moral","irresponsible,disgusting,unfair,dishonest","ignorant,irrational,dangerous,hateful","individualistic,artistic,competitive,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,encouraging,sensible,great","important,confident,consistent,moral","stupid,unfair,dishonest,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven",California,Democrat,,Other Christianity (including non-denominational),,5,Bachelor's degree
"kind,encouraging,sensible,great","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,poor,foolish","individualistic,traditional,concrete,profit-driven","collectivist,cooperative,modern,abstract","strong,encouraging,great,sincere","important,decent,confident,respectful","unacceptable,irresponsible,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,concrete","collectivist,pragmatic,cooperative,old","kind,encouraging,sincere,happy","decent,confident,respectful,moral","disgusting,stupid,dishonest,destructive","hateful,unjust,poor,awful","traditional,young,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,wise","decent,confident,consistent,moral","irresponsible,unfair,dishonest,selfish","ignorant,unjust,poor,foolish","individualistic,competitive,urban,profit-driven","collectivist,cooperative,modern,rural",Florida,Republican,,Agnostic (not sure if God exists),,Not at all1,Some college or Associate's degree
"kind,strong,wise,happy","important,decent,consistent,truthful","unacceptable,unfair,destructive,selfish","ignorant,hateful,poor,foolish","individualistic,competitive,traditional,young","collectivist,cooperative,abstract,rural","strong,great,sincere,happy","decent,confident,consistent,truthful","unacceptable,disgusting,unfair,selfish","dangerous,unjust,poor,foolish","artistic,competitive,concrete,profit-driven","collectivist,pragmatic,cooperative,old","kind,encouraging,sincere,happy","important,respectful,consistent,truthful","unacceptable,disgusting,stupid,destructive","irrational,dangerous,hateful,awful","competitive,concrete,urban,profit-driven","cooperative,modern,abstract,rural","strong,encouraging,wise,sincere","important,confident,consistent,moral","irresponsible,unfair,dishonest,destructive","irrational,hateful,poor,foolish","individualistic,artistic,competitive,young","pragmatic,cooperative,modern,old",Colorado,Democrat,,Catholicism (including Roman Catholic),,4,Some college or Associate's degree
"strong,sensible,great,happy","important,decent,confident,moral","unacceptable,unfair,dishonest,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,sincere","important,decent,confident,consistent","irresponsible,disgusting,stupid,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,concrete,profit-driven","pragmatic,cooperative,abstract,purpose-driven","strong,encouraging,sensible,sincere","healthy,important,decent,consistent","unacceptable,irresponsible,dishonest,selfish","ignorant,irrational,unjust,awful","individualistic,artistic,urban,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,sensible,great,wise","important,confident,consistent,moral","disgusting,unfair,dishonest,selfish","unjust,poor,foolish,awful","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven",Pennsylvania,Republican,,Catholicism (including Roman Catholic),,2,Bachelor's degree
"strong,great,sincere,happy","healthy,important,confident,moral","irresponsible,unfair,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,urban","cooperative,modern,rural,purpose-driven","strong,great,sincere,happy","healthy,important,confident,respectful","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","competitive,concrete,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,sincere,happy","healthy,important,confident,consistent","unacceptable,disgusting,unfair,destructive","ignorant,irrational,dangerous,hateful","artistic,young,urban,profit-driven","collectivist,pragmatic,old,purpose-driven","kind,strong,sensible,happy","healthy,decent,confident,truthful","unacceptable,irresponsible,dishonest,selfish","ignorant,irrational,dangerous,foolish","individualistic,traditional,urban,profit-driven","collectivist,pragmatic,cooperative,purpose-driven",Texas,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Not at all1,Some college or Associate's degree
"kind,strong,great,wise","decent,respectful,truthful,moral","unacceptable,irresponsible,unfair,selfish","irrational,dangerous,unjust,poor","individualistic,artistic,competitive,traditional","cooperative,modern,rural,purpose-driven","kind,strong,great,wise","decent,respectful,consistent,moral","unacceptable,irresponsible,unfair,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,encouraging,sensible,happy","healthy,important,confident,truthful","unacceptable,dishonest,destructive,selfish","ignorant,hateful,foolish,awful","individualistic,artistic,young,urban","collectivist,cooperative,modern,abstract","strong,encouraging,sensible,great","healthy,decent,consistent,moral","irresponsible,unfair,destructive,selfish","ignorant,irrational,dangerous,poor","artistic,young,urban,profit-driven","pragmatic,cooperative,old,rural",Florida,Republican,,Catholicism (including Roman Catholic),,6,Bachelor's degree
"kind,sensible,sincere,happy","healthy,consistent,truthful,moral","unacceptable,irresponsible,disgusting,dishonest","irrational,hateful,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,abstract,old,rural","strong,encouraging,great,wise","decent,confident,respectful,moral","unacceptable,disgusting,stupid,unfair","irrational,dangerous,unjust,foolish","artistic,traditional,urban,profit-driven","pragmatic,abstract,old,rural","kind,great,sincere,happy","healthy,decent,confident,moral","irresponsible,disgusting,dishonest,selfish","hateful,unjust,foolish,awful","individualistic,young,urban,profit-driven","abstract,old,rural,purpose-driven","kind,encouraging,sensible,great","healthy,decent,respectful,consistent","stupid,dishonest,destructive,selfish","irrational,hateful,unjust,awful","competitive,traditional,concrete,urban","collectivist,pragmatic,cooperative,purpose-driven",California,Democrat,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"kind,strong,great,wise","healthy,respectful,truthful,moral","irresponsible,unfair,dishonest,selfish","irrational,dangerous,poor,foolish","individualistic,artistic,competitive,traditional","cooperative,modern,abstract,purpose-driven","strong,encouraging,great,wise","important,consistent,truthful,moral","irresponsible,unfair,dishonest,selfish","irrational,unjust,poor,foolish","individualistic,competitive,young,profit-driven","pragmatic,cooperative,abstract,rural","strong,encouraging,wise,sincere","decent,confident,respectful,consistent","irresponsible,stupid,unfair,selfish","hateful,unjust,poor,foolish","individualistic,artistic,traditional,urban","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,happy","important,respectful,truthful,moral","irresponsible,stupid,unfair,selfish","irrational,dangerous,unjust,poor","individualistic,artistic,competitive,traditional","cooperative,modern,abstract,purpose-driven",Kentucky,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,4,Some college or Associate's degree
"strong,encouraging,sensible,happy","healthy,important,decent,confident","unacceptable,unfair,dishonest,selfish","ignorant,dangerous,unjust,poor","individualistic,artistic,traditional,profit-driven","pragmatic,modern,old,purpose-driven","strong,sensible,great,wise","important,confident,truthful,moral","unacceptable,irresponsible,unfair,dishonest","ignorant,irrational,poor,foolish","competitive,traditional,concrete,profit-driven","cooperative,old,rural,purpose-driven","kind,encouraging,sensible,sincere","healthy,confident,respectful,consistent","unacceptable,irresponsible,disgusting,dishonest","ignorant,irrational,dangerous,foolish","individualistic,artistic,competitive,urban","cooperative,modern,abstract,purpose-driven","strong,sensible,wise,happy","important,confident,respectful,consistent","irresponsible,disgusting,dishonest,selfish","ignorant,irrational,dangerous,poor","artistic,competitive,traditional,urban","cooperative,modern,old,purpose-driven",Pennsylvania,Democrat,,Agnostic (not sure if God exists),,2,Some college or Associate's degree
"strong,sensible,sincere,happy","important,confident,respectful,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,unjust,poor","artistic,competitive,traditional,profit-driven","cooperative,modern,old,rural","kind,strong,great,happy","decent,respectful,truthful,moral","unacceptable,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,old,rural,purpose-driven","strong,encouraging,sincere,happy","important,decent,confident,respectful","irresponsible,unfair,dishonest,selfish","ignorant,irrational,hateful,poor","individualistic,artistic,competitive,profit-driven","pragmatic,old,rural,purpose-driven","strong,great,sincere,happy","important,confident,respectful,moral","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,hateful,foolish","competitive,traditional,urban,profit-driven","modern,old,rural,purpose-driven",California,Democrat,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
"kind,strong,encouraging,great","important,confident,respectful,consistent","irresponsible,unfair,dishonest,destructive","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,wise","healthy,important,truthful,moral","irresponsible,unfair,dishonest,selfish","ignorant,dangerous,unjust,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,great","decent,confident,respectful,consistent","irresponsible,unfair,dishonest,destructive","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,encouraging,great","important,decent,respectful,consistent","irresponsible,unfair,dishonest,destructive","ignorant,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Texas,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,High school diploma or GED
"kind,strong,sensible,great","important,decent,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,hateful,foolish","competitive,traditional,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,wise","important,confident,respectful,moral","unacceptable,disgusting,unfair,destructive","dangerous,unjust,foolish,awful","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,old,rural","kind,strong,encouraging,great","healthy,confident,consistent,truthful","unacceptable,unfair,dishonest,selfish","ignorant,hateful,unjust,foolish","individualistic,competitive,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,wise","important,confident,truthful,moral","unacceptable,unfair,destructive,selfish","ignorant,dangerous,poor,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,rural,purpose-driven",Colorado,Democrat,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
